person_assigned,double-checked by,rowID,speciesID,common_name,species,doc_type,sara_status,doc_citation,url,web_pub_date,year_published,status_appraisal_rapid_review,final,amendment,taxonomic_group,EOO,IAO,locations,endemic_NA,endemic_canada,continuous_USA,cosewic_status,ranges,cosewic_examined_date,date_of_listing,gic_decision,criteria_used_listing_1,criteria_used_listing_2,criteria_used_listing_3,criteria_used_listing_4,criteria_used_listing_5,1_notes_on_model,1_type_of_model_used,1_report_section_model _referenced,1_uncertainty_reported,1_type_uncertainty_reported,1_degree_of_uncertainty,1_reference,1_reference_type,1_rationale_reference,1_model_species_specific ,1_criteria_model_used_to_inform,1_model_used_listing_decision,1_rationale_model_used_listing_decision,2_notes_on_model,2_type_of_model_used,2_report_section_model _referenced,2_uncertainty_reported,2_type_uncertainty_reported,2_degree_of_uncertainty,2_reference,2_reference_type,2_rationale_reference,2_model_species_specific ,2_criteria_model_used_to_inform,2_model_used_listing_decision,2_rationale_model_used_listing_decision,3_notes_on_model,3_type_of_model_used,3_report_section_model _referenced,3_uncertainty_reported,3_type_uncertainty_reported,3_degree_of_uncertainty,3_reference,3_reference_type,3_rationale_reference,3_model_species_specific ,3_criteria_model_used_to_inform,3_model_used_listing_decision,3_rationale_model_used_listing_decision,4_notes_on_model,4_type_of_model_used,4_report_section_model _referenced,4_uncertainty_reported,4_type_uncertainty_reported,4_degree_of_uncertainty,4_reference,4_reference_type,4_rationale_reference,4_model_species_specific ,4_criteria_model_used_to_inform,4_model_used_listing_decision,4_rationale_model_used_listing_decision,was_model_mentioned_anywhere_else,were_multiple_models_mentioned_elsewhere,report_sections_additional_model_referenced,flag_for_group_discussion,flag_resolution
Lucas,,,,roseate tern,Sterna dougallii,COSEWIC Status Reports,Endangered,COSEWIC. 2023. COSEWIC Rapid Review of Classification on the Roseate Tern Sterna dougallii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvipp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=roseate%20tern,1/22/24,2023,1,1,0,Birds,,,,,,,Endangered,,,,,A2ac+4ac,"B2ab(i,iii,v)","C2a(i,ii)",D1,NA,"unclear what kind of model, note this is a rapid review so lots left out- relevant info ""64% decline (95% CI = -84%, -44%) over about 3 generations (1995-2019)"" this 64% number is specifically mentioned in the RFD as well",flag-abundance,OTH,Y,CI,MED,"McKnight, J., pers. comm. 2021. Email correspondence with A.G. Horn. February 2021. Conservation Biologist. Canadian Wildlife Service, Environment and Climate Change Canada, Dartmouth, Nova Scotia",UNP,cited in technical summary,,A,Y,"model output (64% reduction) specifically mentioned in technical summary, applicability of criteria, and RFD",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,flag,flag,flag,"type of model unclear, refer to other models and potential models but these are not brought up in RFD or applicability of criteria (or at least arent as clearly referenced as the described model) unclear how to handle columns as a result",resolved-RR-ignore
Caitlin/Lucas,Jayme,49,833,bull trout saskatchewan-nelson rivers populations,Salvelinus confluentus,COSEWIC Status Reports,Threatened,COSEWIC. 2012. COSEWIC assessment and status report on the Bull Trout Salvelinus confluentus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. iv + 103 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=bull%20trout%20saskatchewan%20-%20nelson%20rivers%20populations,9/10/20,2012,0,1,0,Fishes (freshwater),>20 000 km2,> 2 000 km,36,1,0,1,Threatened,AB,11/1/12,8/8/19,List,A4de,NA,NA,NA,NA,"distribution model, “Based on the negative correlation between Bull Trout occurrence and levels of commercial forestry...forecast the local extirpation of Bull Trout from 24% to 43% of stream reaches that currently support Bull Trout in the Kakwa River basin, Alberta over the next 20 years",distributional,HAB,N,NRP,NRP,"Ripley, T., G. Scrimgeour, and M.S. Boyce. 2005. Bull Trout (Salvelinus confluentus) occurrence and abundance influenced by cumulative industrial developments in a Canadian boreal forest watershed. Canadian Journal of Fisheries and Aquatic Sciences 62: 2431–2442.",PR,NA,Y,B,N,"Not listed under B, but table refers to declines in distribution range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"HAB, THR",NA,NA
Aaliyah,,54,1004,bull trout western arctic populations,Salvelinus confluentus,COSEWIC Status Reports,Special Concern,COSEWIC. 2012. COSEWIC assessment and status report on the Bull Trout Salvelinus confluentus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. iv + 103 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=bull%20trout%20western%20arctic%20populations,11/4/13,2012,0,1,0,Fishes (freshwater),>20 000 km2,> 2 000 km,45,1,1,0,Special Concern,YT NT BC AB,11/1/12,8/8/19,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"DIS, POP",Special concern species with models that relate to population size and distribution could've been used in decision to make special concern,resolved-SC-ignore
Aaliyah,Hossam,73,123,coastrange sculpin cultus lake population,Cottus aleuticus,COSEWIC Status Reports,Threatened,"COSEWIC. 2019. COSEWIC assessment and status report on the Coastrange Sculpin Cottus aleuticus, Cultus Lake population, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 41 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=coastrange%20sculpin%20cultus%20lake%20population,10/21/20,2019,0,1,0,Fishes (freshwater),32 km2,32 km2,1,1,1,0,Endangered,BC,11/1/19,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"THR,POP",multiple models about hebitat quality decline but none about EOO or IAO but mentions decline in habitabt quality in table ,resolved
Lucas,,123,800,gravel chub,Erimystax x-punctatus,COSEWIC Status Reports,Extirpated,COSEWIC. 2019. COSEWIC rapid review of classification on the Gravel Chub Erimystax x-punctatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=gravel%20chub,12/16/19,2019,1,1,0,Fishes (freshwater),0 km2,0 km2,0,1,0,0,Extirpated,ON,5/1/19,6/5/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Hossam,Jayme,193,400,nooksack dace,Rhinichthys cataractae,COSEWIC Status Reports,Endangered,COSEWIC. 2018. COSEWIC assessment and status report on the Nooksack Dace Rhinichthys cataractae in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 38 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=nooksack%20dace,10/9/19,2018,0,1,0,Fishes (freshwater),630 km2,36 km2,4,1,0,1,Endangered,BC,11/1/18,6/5/03,NA,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,POP,NA,NA
Caitlin,,211,790,paddlefish,Polyodon spathula,COSEWIC Status Reports,Extirpated,COSEWIC. 2019. COSEWIC Rapid Review of Classification on the Paddlefish Polyodon spathula in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=paddlefish,1/16/20,2019,1,1,0,Fishes (freshwater),0 km2,0 km2,0,1,0,0,Extirpated,ON,5/1/19,6/5/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Hossam,Jayme,248,1521,rainbow smelt lake utopia large-bodied population,Osmerus mordax,COSEWIC Status Reports,Endangered,"COSEWIC. 2018. COSEWIC assessment and status report on the Rainbow Smelt Osmerus mordax, Lake Utopia large-bodied population and the Lake Utopia small-bodied population,in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiv + 40 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=rainbow%20smelt%20lake%20utopia%20large%20-%20bodied%20population,10/9/19,2018,0,1,0,Fishes (freshwater),30 km2,21 km2,1,1,1,0,Endangered,NB,11/1/18,8/8/19,Uplist,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Caitlin,Hossam,247,378,rainbow smelt lake utopia small-bodied population,Osmerus mordax,COSEWIC Status Reports,Endangered,"COSEWIC. 2018. COSEWIC assessment and status report on the Rainbow Smelt Osmerus mordax, Lake Utopia large-bodied population and the Lake Utopia small-bodied population,in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiv + 40 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=rainbow%20smelt%20lake%20utopia%20small%20-%20bodied%20population,10/9/19,2018,0,1,0,Fishes (freshwater),29 km2,20 km2,1,1,1,0,Endangered,NB,11/1/18,6/5/03,Uplist,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,POP,NA,NA
Lucas,Hossam,295,828,silver shiner,Notropis photogenis,COSEWIC Status Reports,Threatened,COSEWIC. 2011. COSEWIC assessment and status report on the Silver Shiner in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 45 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=silver%20shiner,9/9/11,2011,0,1,0,Fishes (freshwater),"6,996 km2",896 km¬≤,6,1,0,0,Threatened,ON,5/1/11,8/8/19,List,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Lucas,Hossam,345,101,vancouver lamprey,Entosphenus macrostomus,COSEWIC Status Reports,Threatened,COSEWIC. 2017. COSEWIC assessment and status report on the Vancouver Lamprey Entosphenus macrostomus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 67 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=vancouver%20lamprey,10/15/18,2017,0,1,0,Fishes (freshwater),176 km2,176 km2,44256,1,1,0,Threatened,BC,11/1/17,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,POP,"from Status and RFD: ""Meets Endangered, B1ab(iii)+2ab(iii), but designated Threatened, B1ab(iii)+2ab(iii), because the species is not at imminent risk of extinction.",resolved-criteria discrepancy
Hossam,Jayme,696,14,carmine shiner,Notropis percobromus,COSEWIC Status Reports,Threatened,COSEWIC 2006. COSEWIC assessment and update status report on the carmine shiner Notropis percobromus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa.  vi + 29 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=carmine%20shiner,8/29/06,2006,0,1,0,Fishes (freshwater),120,3.4,5,1,0,0,Threatened,MB,4/1/06,6/5/03,NA,D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaliyah,,978,23,bridle shiner,Notropis bifrenatus,COSEWIC Status Reports,Special Concern,COSEWIC. 2013. COSEWIC assessment and status report on the Bridle ShinerNotropis bifrenatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 30 pp. (Species at Risk Public Registry).,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=bridle%20shiner,1/3/14,2013,0,1,0,Fishes (freshwater),38293,640,25,1,0,1,Special Concern,ON QC,5/1/13,6/5/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Lucas,Hossam,662,31,northern madtom,Noturus stigmosus,COSEWIC Status Reports,Endangered,COSEWIC. 2012. COSEWIC assessment and status report on the Northern Madtom Noturus stigmosusin Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 38 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=northern%20madtom,1/3/13,2012,0,1,0,Fishes (freshwater),3330,107,4,1,0,1,Endangered,ON,5/1/12,1/12/05,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Lucas,,519,70,deepwater sculpin great lakes-upper st. lawrence populations,Myoxocephalus thompsonii,COSEWIC Status Reports,Special Concern,"COSEWIC. 2017. COSEWIC assessment and status report on the Deepwater Sculpin Myoxocephalus thompsonii, Great Lakes-Upper St. Lawrence populations, Southern Hudson Bay-James Bay populations, Saskatchewan-Nelson River populations, Waterton Lake population, Western Hudson Bay populations and Western Arctic populations in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xxxvii + 61 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=deepwater%20sculpin%20great%20lakes%20-%20upper%20st.%20lawrence%20populations,1/17/18,2017,0,1,0,Fishes (freshwater),474027,2000,11,1,0,0,Special Concern,ON QC,4/1/17,12/13/07,NA,NA,NA,NA,NA,NA,"from the cited paper: ""an exponential model fit to the whole-lakee annual density estimates suggested that the rate of population growth was 61%""",abundance,POP,N,NRP,NRP,"Weidel, B.C., M.G. Walsh, M.J. Connerton, B.F. Lantry, J.R. Lantry, J.P. Holden, M, Yuille, and J.A. Hoyle. 2017. Deepwater sculpin status and recovery in Lake Ontario. Journal of Great Lakes Research. https://doi.org/10.1016/j.jglr.2016.12.011",PR,clearly cited,Y,A,N,"this model was for one location in the DU, since they did not have data for other locations they answered ""is there a continuing decline in number of mature individuals"" as ""Unknown""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Caitlin/Hossam,Jayme,986,85,Warmouth,Lepomis gulosus,COSEWIC Status Reports,Special Concern,COSEWIC. 2015. COSEWIC assessment and status report on the Warmouth Lepomis gulosus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 47 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=warmouth,1/26/16,2015,0,1,0,Fishes (freshwater),2409,100,3,1,0,1,Endangered,ON,5/1/15,6/5/03,NA,B1ab(iii)+2ab(iii),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"THR, OTH",NA,NA
Aaliyah,,903,86,shortnose sturgeon,Acipenser brevirostrum,COSEWIC Status Reports,Special Concern,COSEWIC. 2015. COSEWIC assessment and status report on the Shortnose Sturgeon Acipenser brevirostrum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 48 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=shortnose%20sturgeon,3/29/16,2015,0,1,0,Fishes (freshwater),6532,80,1.5,1,0,0,Special Concern,NB NS,5/1/15,3/5/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"BIOL, POP",Special concern species with models - model laval area and abundance,resolved-SC-ignore
Hossam,,1003,125,dolly varden western arctic populations,Salvelinus malma malma,COSEWIC Status Reports,Special Concern,COSEWIC. 2010. COSEWIC assessment and status report on the Dolly Varden Salvelinus malma malma (Western Arctic populations) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 65 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=dolly%20varden%20western%20arctic%20populations,9/9/11,2010,0,1,0,Fishes (freshwater),227320,72,17,0,0,1,Special Concern,YT NT,11/1/10,4/13/17,List,NA,NA,NA,NA,NA,Abundance model measuring population size in 1991,abundance,POP,Y,CI,MED,Sandstrom et al. 1997,PR,Clearly cited,Y,NA,N,Not mentioned in applicability of criteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,THR,NA,NA
Caitlin/Aaliyah,Jayme,855,197,mountain sucker milk river populations,Catostomus platyrhynchus,COSEWIC Status Reports,Threatened,"COSEWIC. 2010. COSEWIC assessment and status report on the Mountain Sucker Catostomus platyrhynchus (Saskatchewan ¬ñ Nelson River populations, Milk River populations and Pacific populations) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvii + 54 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=mountain%20sucker%20milk%20river%20populations,9/9/11,2010,0,1,0,Fishes (freshwater),13006,1056,8,1,0,1,Threatened,AB SK,11/1/10,4/13/17,List,B1ab(iii)+2ab(iii),NA,NA,NA,NA,"Climate model ""Most climate models predict further warming of 1-2o C and slight increases in precipitation by the end of the 21st century (CCIS 2007). The forecasted increases are much lower than the predicted increase of 55% in evapotranspiration due to rising temperatures. The southern prairies are likely to be much drier (Schindler and Donahue 2006)"" and ""given predicted changes in aquatic ecosystems associated with global climate change (Poff et al. 2002; Schindler and Donahue 2006).""",other,THR,N,NRP,NRP,CCIS 2007,GL,website with climate scenarios,N,B,Y,predicted changes in climate change referred in applicability of criteria table,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Caitlin,Hossam,611,313,lake chubsucker,Erimyzon sucetta,COSEWIC Status Reports,Endangered,COSEWIC. 2008. COSEWIC assessment and update status report on the Lake Chubsucker Erimyzon sucetta in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 29 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=lake%20chubsucker,8/28/09,2008,0,1,0,Fishes (freshwater),NR,400,11,1,0,1,Endangered,ON,11/1/08,6/5/03,Uplist,"B2ab(ii,iii,iv)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Hossam,,989,325,spotted sucker,Minytrema melanops,COSEWIC Status Reports,Special Concern,COSEWIC. 2014. COSEWIC status appraisal summary on the Spotted Sucker Minytrema melanops in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xvi pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=spotted%20sucker,12/11/15,2014,1,1,0,Fishes (freshwater),6913,159,10,1,0,1,Special Concern,ON,11/1/14,6/5/03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Caitlin,,914,326,upper great lakes kiyi,Coregonus kiyi kiyi,COSEWIC Status Reports,Special Concern,COSEWIC 2005. COSEWIC assessment and update status report on the Lake Ontario kiyi Coregonus kiyi orientalis and Upper Great Lakes kiyi Coregonus kiyi kiyi in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 17 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=upper%20great%20lakes%20kiyi,8/12/05,2005,0,1,0,Fishes (freshwater),142010,67755,1,1,0,1,Special Concern,ON,5/1/05,12/13/07,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Aaliyah,Hossam,521,363,shortnose cisco,Coregonus reighardi,COSEWIC Status Reports,Endangered,COSEWIC 2005. COSEWIC assessment and update status report on the shortnose cisco Coregonus reighardi in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 14 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=shortnose%20cisco,5/1/05,2005,0,1,0,Fishes (freshwater),84323,34679,0,1,0,1,Endangered,ON,5/1/05,12/13/07,NA,D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
Aaliyah,,905,395,northern brook lamprey great lakes-upper st. lawrence populations,Ichthyomyzon fossor,COSEWIC Status Reports,Special Concern,COSEWIC 2007. COSEWIC assessment and update status report on the northern brook lamprey Ichthyomyzon fossor (Great Lakes √¢¬Ä¬ì Upper St. Lawrence populations and Saskatchewan √¢¬Ä¬ì Nelson population) in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa.  vi + 30 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=northern%20brook%20lamprey%20great%20lakes%20-%20upper%20st.%20lawrence%20populations,8/30/07,2007,0,1,0,Fishes (freshwater),280000,2631,7,1,0,1,Special Concern,ON QC,4/1/07,3/5/09,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA
